Vendor | Marketing Name | Device | Model
Tecno | Y3S | TECNO-Y3S | TECNO-Y3S
Tecno | Y4 | TECNO-Y4 | TECNO-Y4
Tecno | Y5 | TECNO-Y5 | TECNO-Y5
Tecno | Y6 | TECNO-Y6 | TECNO-Y6
Telenor | Infinity a2 | b3680 | Infinity_a2
Telenor | Infinity e2 | i6379 | Infinity_e2
Telenor | Infinity_a Telenor_Infinity_a | Infinity_a
Telenor | Infinity_e Telenor_Infinity_e | Infinity_e
Telenor | Infinity_i Telenor_Infinity_i | Infinity i
Telenor | K530 Telenor_K530 Telenor K530
Telenor | N940 Telenor_N940 Telenor N940
Telenor | Smart II | SmartII | SmartII
Telenor | Smart plus II | SmartPlusII | SmartPlusII
Telenor | Smart Telenor_Smart Telenor_Smart
Telenor | Smart4G Telenor_Smart_4G Telenor_Smart_4G
TellyTablet | VM_MD_001 | VM_MD_001 | VM_MD_001
Telus | Pik TV Media Box | HMB2213PW22TS | HMB2213PW22TS
Tesco | Hudl 2 | HTF8A4 | Hudl 2
Tesco | hudl 2 | HTF8A4 | Hudl 2
Tesco | Hudl HT7S3 | ht7s3 | Hudl HT7S3
Tesco | Hudl HT7S3 | ht7s3 | hudl ht7s3
Tesco | W032I_C3 | w032i_c3 | W032I_C3
Tesla | Tablet_L7_1 | Tablet_L7_1 | Tesla L7.1
Tesla | Tesla Smartphone 3.3 | Tesla_SP3_3 | Tesla_SP3.3
Tesla | Tesla Smartphone 6.3 | Tesla_SP6_3 | Tesla_SP6.3
Tesla | Tesla Smartphone 9.1 | L6195 | Tesla_SP9.1
Tetratab | TF10EA2 | TF10EA2_Medical_1 | CASEBOOK_3
TG&Co. | TG-L800S | PHX | TG-L800S
TG&Co. | TG-L900S | JGR | TG-L900S
Thinpad | TH805 | TH805 | TH805
Thomson | PRIMO7 Tablet | PRIMO7 | PRIMO7
Thomson | PRIMO8 Tablet | AMLMY8306P | PRIMO8
Thomson TCL  Percee TV TCL_eu | Percee TV
Thomson | TEO10 | TEO10 | SPTEO10BK16
THTF | TSINGHUA TONGFANG CO., LTD. | TR10CD1_3 | TR10CD1
TIM | TIM BOX | uzw4010tim | TIM_BOX
TIM | TIMvision | dwt765ti | skipper
Timovi | Infinit Lite 2 | Timovi_Infinit_Lite_2 | Infinit_Lite_2
Timovi | Infinit MX Pro | Infinit_MX_Pro | Infinit MX Pro
Timovi | Timovi Infinit MX | Timovi_Infinit_MX | Infinit MX
Tinhvan | TA80TA1 | TA80TA1_1 | TA80TA1
TJC | Metal Tablet | Metal_Tablet_10 | Metal_Tablet_10
TMAX | TM9S775 | MID908A-K | TM9S775
Tobii DynaVox | T10+ | T10plus | T10+
Tobii DynaVox | T7 | T7 | T7
Tonino Lamborghini | Antares | TL66 | TL66
Tonino Lamborghini | Antares | TL_Antares | Antares
Tonino Lamborghini | TL99 | ailsa_ii | TL99
Tonino Lamborghini | TL99G | ailsa_ii | TL99G
Toshiba |  | tosebook01 | DB50
Toshiba |  | tostab05 | AT200
Toshiba |  | tostabg1 | LT170
Toshiba |  | WDPF-703TI | Hikari-iFrame/WDPF-703TI
Toshiba | A204 | tos14ast10 | A204
Toshiba | A205 | tos15ast20 | A205
Toshiba | AT10-A/AT15-A (Japan: AT503) | tostab12BL | AT10-A
Toshiba | AT10-A/AT15-A (Japan: AT503) | tostab12BL | AT502
Toshiba | AT10-A/AT15-A (Japan: AT503) | tostab12BL | AT503
Toshiba | AT10-A/AT15-A (Japan: AT503) | tostab12BL | AT503_HEMS
Toshiba | AT100 | tostab03 | AT100
Toshiba | AT100 | tostab03 | Tostab03
Toshiba | AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703) | tostab12BA | AT10LE-A
Toshiba | AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703) | tostab12BA | AT10PE-A
Toshiba | AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703) | tostab12BA | AT702
Toshiba | AT10LE-A/AT15LE-A/AT10PE-A/AT15PE-A  (Japan: AT703) | tostab12BA | AT703
Toshiba | AT400 | tostab12AL | AT300SE
Toshiba | AT400 | tostab12AL | AT400
Toshiba | AT7-A | tost7t | AT374
Toshiba | AT7-A | tost7t | AT7-A
Toshiba | AT7-B | tos13t7gt | AT374
Toshiba | AT7-B | tos13t7gt | AT7-B
Toshiba | AT7-C | tos14riy20 | A17
Toshiba | AT7-C | tos14riy20 | AT7-C
Toshiba | JP:REGZA Tablet AT570  Others:TOSHIBA AT270 | tostab11BS | AT270
Toshiba | JP:REGZA Tablet AT570  Others:TOSHIBA AT270 | tostab11BS | AT470
Toshiba | JP:REGZA Tablet AT570  Others:TOSHIBA AT270 | tostab11BS | AT570
Toshiba | JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300 | tostab11BA | AT300
Toshiba | JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300 | tostab11BA | AT500
Toshiba | JPN:REGZA Tablet AT500  Other countries:TOSHIBA AT300 | tostab11BA | AT500a
Toshiba | JPN:REGZA Tablet AT830 Other countries:TOSHIBA AT330 | tostab11BT | AT330
Toshiba | JPN:REGZA Tablet AT830 Other countries:TOSHIBA AT330 | tostab11BT | AT830
Toshiba | L4300 | l4300 | l4300
Toshiba | L5450 | tostv14rtk1 | l5400
Toshiba | L5450 | tostv14rtk1 | l5450
Toshiba | L5450/L5400 | tostv14rtk1 | l5400
Toshiba | L5450/L5400 | tostv14rtk1 | l5450
Toshiba | L5450/L5400 | tostv14rtk2 | l5400
Toshiba | L5450/L5400 | tostv14rtk2 | l5450
Toshiba | L5450C | l5450 | l3453
Toshiba | L5450C | l5450 | l5450
Toshiba | L5450ME | tostv14rtk2 | l5400
Toshiba | L5450ME | tostv14rtk2 | l5450
Toshiba | L5550/L5551/L5552 | tostv15rtk2 | l5550
Toshiba | L9450 | l9450 | l9450
Toshiba | Mozart | Mozart | Mozart
Toshiba | STB10 | TOSPASB | TOSPASB
Toshiba | Thrive 7 | tostab04 | AT1S0
Toshiba | tt300/tt301/tt302 | Mozart | Mozart
Toughshield | R200 | R200 | R200
Toughshield | T700_TABLET | T700_TABLET | T700
TPS | MTC 982o | MTC_982O | MTC_982O
Trekstor | SurfTab breeze 9.6 quad 3G | ST9641602 Trekstor SurfTab breeze 9.6 quad 3G
Trekstor | SurfTab breeze 9.6 quad 3G | ST9643203 Trekstor SurfTab breeze 9.6 quad 3G
Trekstor | SurfTab breeze 9.6 quad | SurfTab Trekstor SurfTab breeze 9.6 quad
Trekstor | SurfTab ST70204-3 | TREKM7100KLD | SurfTab ST70204-3
Trekstor | SurfTab xintron i 7.0 | st70408_4_coho | st70408_4
Trekstor | SurfTab xintron i 7.0 | st70408_4_coho | st70408_4_coho
Trekstor | tolino tab 7 | tolino7 | tolino tab 7
Trekstor | tolino tab 8 | tolino8 | tolino tab 8
Trekstor | tolino tab 8.9 | tolino89 | tolino tab 8.9
Trimble Navigation | MM50 | EE773X_4G | MobileMapper50_4G
Trimble Navigation | MM50 | EE773X_4G | TDC100_4G
Trimble Navigation | MM50 | EE773X_WiFi | MobileMapper50_WiFi
Trimble Navigation | MM50 | EE773X_WiFi | TDC100_WiFi
Trimble Navigation | PeopleNet ConnectedTablet | MS5 | MS5
Trimble Navigation | TD-520 | td520 | TD520
Trimble Navigation | TDC500 Handheld | workhorse | TDC500
Trimble Navigation | TDC500 Handheld | workhorse_wifi | TDC500
Trimble Navigation | TDC800 Handheld | pelican | TDC800
Trimble Navigation | TDC800 Handheld | pelican_wifi | TDC800
Trimble Navigation | TDI 600 | ulmo_pro | Rugged Tablet
Trimble Navigation | TDI 600 | ulmo_pro | TDI 600
Trimble Navigation Trimble ConnectedTablet | MS5 | MS5
Trio | 7.85 vQ | Trio-785-vQ | Trio 7.85 vQ
Trio | 7.85 | astar-y3 | TRIO-7.85
Trio | AXS 3G | Trio_AXS_3G | Trio AXS 3G
Trio | MINI | Trio-MINI | Trio MINI
Trio | MST711 | nuclear-MST711 | MST711
Trio | Stealth G4 7 | Trio-Stealth-G4-7 | Trio-Stealth-G4-7
Trio | Stealth-G4-101 | Trio-Stealth-G4-101 | Trio-Stealth G4 10.1
Trio | Stealth-G4-7.85 | Trio-Stealth-G4-785 | Trio-Stealth-G4-7.85
True | SMART 4G GEN C 4.0" | SMART_4G_GEN_C_4 | SMART 4G GEN C 4.0
True | SMART 4G GEN C 5.0" | SMART_4G_GEN_C_5 | SMART 4G GEN C 5.0
True | SMART 4G M1 Plus | SMART_4G_M1_Plus | SMART 4G M1 Plus
True | SMART 4G M1 | SMART_4G_M1 | SMART 4G M1
True | SMART 4G Octa 5.5 | M636T | SMART 4G Octa 5.5
True | SMART TAB 4G M1 | SMART_TAB_4G_M1 | SMART TAB 4G M1
TUNTUN English | DREAM PAD | delight | ITP-R408W
TUPAD | TU7_58212_18222 | TU7_58212 | TU7_18222
Turbonet | ADR1776 | ADR1776 | ADR1776
Turbonet | TN500A1 | TN500A1 | TN500A1
Turbonet | TN500A2 | TN500A2 | TN500A2
Turbonet | TurboTab E1 | TN800A1 | TN800A1
Verizon Wireless | Ellipsis 10 | QTAIR7 | QTAIR7
Verizon Wireless | Ellipsis 7 (QMV7A) | QMV7A | QMV7A
Verizon Wireless | Ellipsis 7 (QMV7B) | QMV7A | QMV7B
Verizon Wireless | Ellipsis 7 | QMV7A | QMV7A
Verizon Wireless | Ellipsis 7 | QMV7A | QMV7B
Verizon Wireless | Ellipsis 8 HD | QTASUN1 | QTASUN1
Verizon Wireless | Ellipsis 8 HD | QTASUN1 | QTASUN2
Verizon Wireless | Ellipsis 8 | QTAQZ3 | QTAQZ3
Verizon Wireless | Ellipsis ® 10 HD | QTAXIA1 | QTAXIA1
Verizon Wireless | Gizmo Tab | QTASUN2 | QTASUN2
Verizon Wireless | QTAQZ3KID | QTAQZ3KID | QTAQZ3KID
Verizon Wireless | ZenPad Z8 | P008 | P008
Vernee | Thor E | Thor_E | Thor E
Vernee | Thor Plus | Thor_Plus | Thor Plus
Verssed | FW8977-ED | FW8977-ED | FW8977-ED
Vertex | Impress Action | Impress_Action | Impress_Action
Vertex | Impress Dune | Impress_Dune | Impress_Dune
Vertex | Impress Eagle | Impress_Eagle | Impress_Eagle
Vertex | Impress Fortune | Impress_Fortune | Impress_Fortune
Vertex | Impress Groove | Impress_Groove | Impress_Groove
Vertex | Impress Lightning | Impress_Lightning | Impress_Lightning
Vertex | Impress Lion (3G) | Impress_Lion_3G | Impress_Lion_3G
Vertex | Impress Lion (4G) | Impress_Lion_4G | Impress_Lion_4G
Vertex | Impress Lotus | Impress_Lotus | Impress_Lotus
Vertex | Impress Luck | Impress_Luck | Impress_Luck
Vertex | Impress Ra (4G) | Impress_Ra | Impress_Ra
Vertex | Impress Saturn | Impress_Saturn | Impress_Saturn
Vertex | Impress Tor | Impress_Tor | Impress_Tor
| Vertu | Aster T | alexa | Aster T
| Vertu | Aster | alexa | Aster
| Vertu | Constellation V | gambit | Constellation V
| Vertu | Constellation X | tron | CONSTELLATION X
| Vertu | Signature Touch | odin | Signature Touch
| Vertu | Signature Touch | titan | Signature Touch L
| Vertu | Signature Touch | titan | Signature Touch
| Vertu | Ti | hermione | VERTU Ti
Verykool | s4513 | verykoolS4513 | verykool Luna II S4513
Verykool | s5007 | verykoolS5007 | verykoolS5007
Verykool | S5019 | verykoolS5019 | verykoolS5019
Verykool | S5019 | verykoolS5019 | verykools5019
Verykool | s5021 | verykoolS5021 | verykool Wave Pro s5021
Verykool | s5021 | verykoolS5021 | verykoolS5021
Verykool | s5027 | verykoolS5027 | verykoolS5027
Verykool | s5028 | verykoolS5028 | verykoolS5028
Verykool | s5034 | verykools5034 | verykools5034
Verykool | s5035 | verykools5035 | verykools5035
Verykool | s5526 | verykools5526 | verykools5526
Verykool | s5527 | verykools5527 | verykools5527
Verykool | s5528 | verykools5528 | verykools5528
Verykool | SL5050 | verykoolSL5050 | verykoolSL5050
Verykool | SL5200 | verykoolSL5200 | verykoolSL5200
Verykool | SL5560 | verykoolSL5560 | verykoolSL5560
Verykool | T7445 | verykoolT7445 | verykoolT7445
Verykool | verykoolSL5565 | verykoolSL5565 | verykoolSL5565
Vestel | 5000 | Leo | Vestel_5000
Vestel | 5000 | Leo | Vestel_5000_Dual
Vestel | 5000_2gb | Leo_2GB | Vestel_5000_2gb
Vestel | 5530 | Pars | Vestel_5530
Vestel | 5530 | Pars | Vestel_5530_Dual
Vestel | Farabi | frb3g | Farabi
Vestel | Riga | Riga | Venus E3
Vestel | S7252 | BCM7252S | S7252
Vestel | V TAB 7" LITE II | V_TAB_7_LITE_II | VTAB7LITEII
Vestel | V Tab 7010 | VTab7010 | V Tab 7010
Vestel | V TAB 7011 | V_TAB_7011 | V_TAB_7011
Vestel | V TAB 7015 | V_TAB_7015 | V_TAB_7015
Vestel | V TAB 7020 | V_TAB_7020 | V_TAB_7020
Vestel | V TAB 7020A | V_TAB_7020A | V_TAB_7020A
Vestel | V TAB 7025 | V_TAB_7025 | V_TAB_7025
Vestel | V TAB 7810 | V_TAB_7810 | V_TAB_7810
Vestel | V TAB 7" LITE II | V_TAB_7_LITE_II | V_TAB_7_LITE_II
Vestel | V TAB 8010 | V_TAB_8010 | V_TAB_8010
Vestel | V TAB 8029 | V_TAB_8029 | V TAB 8029
Vestel | V TAB 9.7" PRO | VT97PRO | VT97PRO
Vestel | V3 5580 Dual | Orsa | V3_5580_Dual
Vestel | Venus V3 5010 | DynoLight | Venus_V3_5010
Vestel | Venus V3 5020 | Arya | Venus_V3_5020
Vestel | Venus V3 5030 | Dyno | Venus_V3_5030
Vestel | Venus V3 5040 | Venus_V3_5040 | Venus_V3_5040
Vestel | Venus V3 5040 | Venus_V3_5045 | Venus_V3_5040_2GB
Vestel | Venus V3 5070 | Venus_V3_5070 | Venus_V3_5070
Vestel | Venus V3 5570 | Venus_V3_5570 | Venus_V3_5570
Vestel | Venus V3 5580 | Orsa | Venus_V3_5580
Vestel | Venus V4 | V4 | Venus_V4
Vestel | Venus Z10 | Reys | Venus Z10
Vestel | VP100+ | ephesus | 10.1Myros
Vestel | VP100+ | ephesus | VP100+
Vestel | VP73 | wing-ibt | VP73
Vestel | VP73 | wing-ibt | VP73_Hyundai
Vestel | VP73 | wing-ibt | VP73_le
Vestel | VP73 | wing-ibt | VP73_Myros
Vestel | VP73 | wing-ibt | VP73_Vox
Vestel | VP74 | wifionly-gms | VP74
Vestel | VP74 | wifionly-gms | VP74-Celcus
Vestel | VP74 | wifionly-gms | VP74-Finlux
Vestel | VP74 | wifionly-gms | VP74-Luxor
Vestel | VP74 | wifionly-gms | VP74-Orava
Vestel | VP74 | wifionly-gms | VP74-Telefunken
Vestel | VP74 | wifionly-gms | VP74-Vox
Vestel | VSP145M | VSP145M | VSP145M
Vestel | VSP250g | VSP250g | VSP250g
Vestel | VSP250s | VSP250s | VSP250s
Vestel | VSP355g | g55 | VSP355g
Vestel | VSP355s | s55 | VSP355s
Vestel | VT10E | VT10E | VT10E
Vestel | VT10E2 | VT10E2 | S TAB 10" II
Vestel | VT10E2 | VT10E2 | V TAB 10" LITE
Vestel | VT10E2 | VT10E2 | VT10E2
Vestel | VT785P2 | VT785P2 | V TAB 7.85" LITE
Vestel | VT785P2 | VT785P2 | VT785P2-Celcus
Vestel | VT785P2 | VT785P2 | VT785P2-Cleverpad
Vestel | VT785P2 | VT785P2 | VT785P2-Finlux
Vestel | VT785P2 | VT785P2 | VT785P2-Vestel
Vestel | VTAB 1040 | V_TAB_1040 | V_TAB_1040
| VIBE Z | K910 | kitonw | Lenovo K910
videocon | Delite 11 | V503630 | V503630
videocon | Krypton 22+ | V505024 | V505024
videocon | Metal Pro 1 | V505820 | V505820
videocon | Metal Pro 2 | V505920 | V505920
videocon | Starr 100 | V406018 | V406018
ViewSonic | Q5 | Q5 | Viewphone Q5
ViewSonic | ViewPad I7M | VIEWPAD | VIEWPAD I7M
ViewSonic | ViewPad IR7Q | IR7Q | IR7Q
ViewSonic | ViewPad_M10 | mid1016_ma | ViewPad_M10
ViewSonic | ViewPadi7Q | vsi7q_1_coho | vsi7q_1
ViewSonic | ViewPadi7Q | vsi7q_1_coho | vsi7q_1_coho
ViewSonic | ViewPadi8Q | vsi8q_1_coho | vsi8q_1
ViewSonic | ViewPadi8Q | vsi8q_1_coho | vsi8q_1_coho
ViewSonic | VSD221 | VSD221 | VSD221
ViewSonic | VSD231 | VSD231-VSA | VSD231
ViewSonic | VSD241 Smart Display | VSD241 | VSD241
ViewSonic | VSD242 | VSD242 | VSD242
Visiontouch | Inspire | VisionTouchInspire | Vision Touch Inspire
Visiontouch | Life | VisionTouchLife | VisionTouchLife
Visual Land | Prestige Elite10QI | Elite10QI | Elite10QI
Visual Land | Prestige Elite10QL | Elite10QL | Elite10QL
Visual Land | Prestige Elite10QS | Elite10QS | Elite10QS
Visual Land | Prestige Elite11Q | Elite11Q | Elite11Q
Visual Land | Prestige Elite13Q | Elite13Q | Elite13Q
Visual Land | Prestige Elite7QL | Elite7QL | Elite7QL
Visual Land | Prestige Elite7QS | Elite7QS | Elite7QS
Visual Land | Prestige Elite8QI | Elite8QI | Elite8QI
Visual Land | Prestige Elite8QL | Elite8QL | Elite8QL
Visual Land | Prestige Elite9QL | Elite9QL | Elite9QL
Visual Land | Prestige Prime10ES | Prime10ES | Prime10ES
Visual Land | Prestige Prime10SE | Prime10SE | Prime10SE
Visual Land | Prestige Prime11E | Prime11E | Prime11E
Vivo | 1601 | 1601 | vivo 1601
Vivo | 1601 | 1601 | vivo 1713
Vivo | 1609 | 1609 | vivo 1609
Vivo | PD1304DL | PD1304DL | vivo Y13iL
Vivo | PD1419V | PD1419V | vivo Y923
Vivo | PD1612 | PD1612 | vivo PD1612
Vivo | PD1612 | PD1612 | vivo Y67
Vivo | V1 | V1 | vivo V1
Vivo | V1Max | Y37 | vivo Y37
Vivo | V3 | PD1524 | vivo V3
Vivo | V3 | V3 | vivo V3
Vivo | V3Lite | V3Lite | vivo V3Lite
Vivo | V3M A | PD1524B | vivo PD1524B
Vivo | V3Max + A | PD1523B | vivo V3Max+ A
Vivo | V3Max A | PD1523 | vivo PD1523A
Vivo | V3Max | V3Max | vivo V3Max
Vivo | V5Plus | V5Plus | vivo V5Plus
Vivo | vivo 1611 | 1611 | vivo 1611
Vivo | vivo 1714 | 1714 | vivo 1714
Vivo | vivo X20 | PD1709 | vivo PD1709
Vivo | vivo X9Plus | PD1619 | vivo X9Plus
Vivo | vivo X9s Plus | PD1635 | vivo PD1635
Vivo | vivo X9s Plus | PD1635 | vivo X9s Plus
Vivo | vivo X9s | PD1616B | vivo PD1616B
Vivo | vivo X9s | PD1616B | vivo X9s
Vivo | X5 | X5 | vivo X5
Vivo | X5M | PD1401CL | vivo X5M
Vivo | X5Max S | bbk6752_lwt_kk | vivo X5Max S
Vivo | X5Max | X5Max | vivo X5Max
Vivo | X5MaxV | msm8916_32 | vivo X5MaxV
Vivo | X5Pro D | bbk6752_lwt_l | vivo X5Pro D
Vivo | X5Pro V | PD1421V | vivo X5Pro V
Vivo | X5Pro | X5Pro | vivo X5Pro
Vivo | X6A | PD1415A | vivo PD1415A
Vivo | X6D | PD1415D | vivo X6D
Vivo | X6Plus A | PD1515A | vivo PD1515A
Vivo | X6Plus D | PD1501D | vivo PD1501D
Vivo | X6S A | PD1415BA | vivo X6S A
Vivo | X6SPlusA | PD1515BA | vivo PD1515BA
Vivo | X7 | PD1602 | vivo X7
Vivo | X7Plus | PD1603 | vivo X7Plus
Vivo | X9 | PD1616 | vivo X9
Vivo | X9i | PD1624 | vivo X9i
Vivo | Xplay5A | PD1522A | vivo PD1522A
Vivo | Xplay5A | PD1522A | vivo Xplay5A
Vivo | Xplay6 | PD1610 | vivo Xplay6
Vivo | Y11 | Y11 | vivo Y11
Vivo | Y15 | Y15 | vivo Y15
Vivo | Y15S | Y15S | vivo Y15S
Vivo | Y21 | Y21 | vivo Y21
Vivo | Y21L | Y21L | vivo Y21L
Vivo | Y22 | Y22 | vivo Y22
Vivo | Y27 | Y27 | vivo Y27
Vivo | Y28 | Y28 | vivo Y28
Vivo | Y31 | PD1505 | vivo Y31
Vivo | Y31 | Y31 | vivo Y31
Vivo | Y31i | Y31i | vivo 1707
Vivo | Y31i | Y31i | vivo Y31
Vivo | Y31i | Y31i | vivo Y31i
Vivo | Y31L | Y31L | vivo Y31L
Vivo | Y33 | bbk6735_65c_l | vivo Y33
Vivo | Y35 | PD1502L | vivo Y35
Vivo | Y35A | PD1502A | vivo Y35A
Vivo | Y51 | Y51 | vivo Y51
Vivo | Y51A | PD1510 | vivo Y51A
Vivo | Y53 | 1606 | vivo 1606
Vivo | Y53L | PD1628 | vivo PD1628
Vivo | Y55 | 1603 | vivo 1603
Vivo | Y55A | PD1613 | vivo Y55
Vivo | Y55s | 1610 | vivo 1610
Vivo | Y66 | PD1621 | vivo Y66
Vivo | Y67 | PD1612 | vivo Y67
Vivo | Y937 | PD1503 | vivo Y937
Vodafone | 785 | Vodafone_785 | Vodafone 785
Vodafone | 895 | VF-895N | VF-895N
Vodafone | Smart first 7 | P731V35 | VFD 200
Vodafone | Smart mini 7 dual | VFD301 | VFD 301
Vodafone | Smart mini 7 | VFD300 | VFD 300
Vodafone | Smart N8 | VFD610 | VFD 610
Vodafone | Smart platinum 7 | VFD900 | VFD 900
Vodafone | Smart prime 7 | P809V50 | VFD 600
Vodafone | Smart Tab 4 | Vodafone_Smart_Tab_4 | Vodafone Smart Tab 4
Vodafone | Smart Tab N8 | VFD1300 | VFD 1300
Vodafone | Smart turbo 7 dual | VFD502 | VFD 502
Vodafone | Smart turbo 7 | VFD500 | VFD 500
Vodafone | Smart turbo 7 | VFD501 | VFD 501
Vodafone | Smart ultra 6 | P839V55 | Vodafone Smart ultra 6
Vodafone | Smart ultra 7 | VFD700 | Maxis VFD700
Vodafone | Smart ultra 7 | VFD700 | VFD 700
Vodafone | Smart V8 | VFD710 | VFD 710
Vodafone | Smart_Tab_3G | Vodafone_Smart_Tab_3G | Vodafone Smart Tab 3G
Vodafone | Smart_Tab_4G | Vodafone_Smart_Tab_4G | Vodafone Smart Tab 4G
Vodafone | Tab mini 7 | Tab7 | VFD 1100
Vodafone | Tab Prime 7 | VFD1400 | VFD 1400
Vodafone | Tab Prime 7 | VFD1400 | VFD1400
Vodafone | VDF 600 | P809V50 | VFD 600
Vodafone | VF-1296 | voda_tab | Vodacom Power Tab 10
Vodafone | VF-1296 | voda_tab | Vodafone Tab grand 6
Vodafone | VF-1397 | Vodafone_Tab_speed_6 | VF-1397
Vodafone | VF-1497 | Vodafone_Tab_Prime | VF-1497
Vodafone | VF685 | VF685 | VF685
Vodafone | VF695 | VF695 | VF695
Vodafone | VFD 200 | P731V35 | VFD 200
Vodafone | Vodacom Kicka VE | VFD100 | VFD 100
Vodafone | Vodafone Smart E8 | VFD510 | VFD 510
Vodafone | Vodafone Smart E8 | VFD511 | VFD 511
Vodafone | Vodafone Smart E8 | VFD512 | VFD 512
Vodafone | Vodafone Smart E8 | VFD513 | VFD 513
Vodafone | Vodafone Smart mini 7 ve dual | U3_3G | VFD 311
Vodafone | Vodafone Smart mini 7 ve | U3_3G | VFD 310
Vodafone | Vodafone Smart mini | Vodafone_875 | Vodafone 875
Vonino | Druid_L10 | Druid_L10 | Druid_L10
Vonino | Epic E8 | Epic_E8 | Epic E8
Vonino | Epic P7 | Epic_P7 | Epic_P7
Vonino | Jax X A6 | Jax_X | Jax X
Vonino | Jax X | Jax_X | Jax X
Vonino | jax_S | Jax_S | Jax_S
Vonino | Jax_X_TM | JAX | Jax X
Vonino | Magnet M1_A7 | Magnet_M1_A7 | Magnet M1
Vonino | Magnet_M1 | Magnet_M1 | Magnet M1
Vonino | MusicPAD | MusicPAD | MusicPAD
Vonino | Navo QS | Navo_QS | Navo_QS
Vonino | Navo S | Navo_S | Navo S
Vonino | Pluri B7 | Pluri_B7 | Pluri B7
Vonino | Pluri C7 | Pluri_C7 | Pluri C7
Vonino | Pluri C8 | Pluri_C8 | Pluri C8
Vonino | Pluri M7 A6 | Pluri_M7 | Pluri_M7
Vonino | Pluri M7 | Pluri_M7 | Pluri_M7
Vonino | Pluri Q8 A6 | Pluri_Q8 | Pluri_Q8
Vonino | Pluri Q8 TM | Pluri_Q8 | Pluri_Q8
Vonino | Pluri Q8 | Pluri_Q8 | Pluri_Q8
Vonino | Pluri_B7_TM | Pluri_B7_TM | Pluri_B7_TM
Vonino | Pluri_G7 | Pluri_G7 | Pluri G7
Vonino | Volt S | Volt_S | Volt S
Vonino | Volt_X | Volt_X | Volt_X
Vonino | Xavy G7 | Xavy_G7 | Xavy G7
Vonino | Xavy L8 A6 | Xavy_L8 | Xavy_L8
Vonino | Xavy T7 A6 | Xavy_T7 | Xavy_T7
Vonino | Xavy_L8 | Xavy_L8 | Xavy_L8
Vonino | Xavy_T7 | Xavy_T7 | Xavy_T7
Vonino | Xylo X A6 | Xylo_X | Xylo X
Vonino | Xylo_X_TM | Xylo | Xylo X
Vonino | Zun X A6 | Zun_X | Zun X
Vonino | Zun X | Zun_X | Zun X
Vonino | ZUN XO A6 | Zun_XO | ZUN XO
Vonino | ZUN XO | ZUN_XO | ZUN XO
Vonino | Zun XS | Zun_XS | Zun XS
| VSN | V.35 | up11_h1_vsn | V.35
Vulcan | Pulse 7 | VT0701A08 | VT0701A08
Vulcan | Pulse 7S | VT0702A16 | VT0702A16
Vulcan | TA10TA2 | TA10TA2_1 | TA10TA2
Vulcan | TA71CA1 | TA71CA1 | TA71CA1
Vulcan | TA71CA2 | TA71CA2_1 | TA71CA2
Vulcan | Tempo 5 | VP5004A | VP5004A
Vulcan | TEMPO S11 | VS4011 | VS4011
Vulcan | TEMPO S12 | VS5012 | VS5012
Vulcan | TEMPO S13 | VS5513 | VS5513
Vulcan | TEMPO S16 | VS5016 | VS5016
Vulcan | VT0702A08 | VT0702A08 | VT0702A08
Vulcan | Vulcan Rhyme 10A | VT1002A16 | VT1002A16
Vulcan | Vulcan Rhyme 10J | VT1003J16 | VT1003J16
Vulcan | Vulcan Rhyme 7C | VT0703 | VT0703C16
Vulcan | Vulcan VR5533 | VR5533 | VR5533
Vulcan | Vulcan VR6031 | VR6031 | VR6031
Vulcan | Vulcan VR6032 | VR6032 | VR6032
W.e. | WeTab1004B | WeTab1004B | WeTab1004B
W.e. | WETAB700DG | WETAB700DG | WETAB700DG
Wacom | Cintiq Companion Hybrid 13HD | CintiqCompanionHybrid13HD | Cintiq Companion Hybrid 13HD
Walton | LT750 | LT750 | LT750
Walton | Primo F7s | Primo_F7s | Primo F7s
Walton | Primo GH5 mini | Primo_GH5_mini | Primo GH5 mini
Walton | Primo GH5 | WBW5615WA | Primo GH5
Walton | Primo HM4 | Primo_HM4 | Primo HM4
Walton | Primo NF3 | Primo_NF3 | Primo NF3
Walton | Primo NX3 | Primo_NX3 | Primo_NX3
Walton | Primo NX4 mini | Primo_NX4_mini | Primo NX4 mini
Walton | Primo NX4 | Primo_NX4 | Primo NX4
Walton | Primo R4 Plus | Primo_R4_Plus | Primo R4 Plus
Walton | Primo R4 | Primo_R4 | Primo R4
Walton | Primo RM2 mini | WBW5616WA | Primo RM2 mini
Walton | Primo RX5 | Primo_RX5 | Primo RX5
Walton | Primo S5 | Primo_S5 | Primo_S5
Walton | Primo S6 | Primo_S6 | Primo S6
Walton | Primo X4 Pro | Primo_X4_Pro | Primo X4 Pro
Walton | Primo X4 | WALTON_Primo_X4 | Primo X4
Walton | Primo ZX2 Lite | BBL7505WA | Primo ZX2 Lite
Walton | Primo ZX2 mini | Primo_ZX2_mini | Primo ZX2 mini
Walton | Primo ZX2 | GBL5805WA | Primo_ZX2
